kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme
,T.C. Sağlık Bakanlığı Balgat Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Çankaya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Polatlı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Polatli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karapürçek Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Altindağ,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Etimesgut Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Eti̇mesgut,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pursaklar Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Pursaklar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Manavgat Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,7,Antalya,Manavgat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Alanya Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,7,Antalya,Alanya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ardahan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,75,Ardahan,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Artvin Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,8,Artvi̇n,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aydın Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,9,Aydin,Efeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nazilli Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,9,Aydin,Nazi̇lli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Söke Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,9,Aydin,Söke,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Edremit Ali Fahri Akıllıoğlu Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,10,Balikesi̇r,Edremi̇t,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bandırma Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,10,Balikesi̇r,Bandirma,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bartın Şehit Cem Kanbur Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,74,Bartin,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Batman Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,72,Batman,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bayburt Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,69,Bayburt,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bilecik Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,11,Bi̇leci̇k,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozüyük Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,11,Bi̇leci̇k,Bozüyük,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bingöl Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,12,Bi̇ngöl,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bitlis Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,13,Bi̇tli̇s,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bolu İzzet Baysal Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,14,Bolu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Burdur Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,15,Burdur,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bursa Duaçınarı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,16,Bursa,Yildirim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nilüfer Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,16,Bursa,Ni̇lüfer,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çanakkale Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,17,Çanakkale,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çankırı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,18,Çankiri,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çorum Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,19,Çorum,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Düzce Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,81,Düzce,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Edirne Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,22,Edi̇rne,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erzurum Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,25,Erzurum,Yakuti̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şehitkamil Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,27,Gazi̇antep,Şehi̇tkami̇l,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nizip Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,27,Gazi̇antep,Ni̇zi̇p,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Giresun Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,28,Gi̇resun,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gümüşhane Şehit Ebe Kevser Ceylan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,29,Gümüşhane,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hakkari Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,0,Hakkari̇,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hatay Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,31,Hatay,Antakya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırıkhan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,31,Hatay,Kirikhan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İskenderun Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,31,Hatay,İskenderun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dörtyol Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,31,Hatay,Dörtyol,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Iğdır Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,76,Iğdir,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Isparta Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,32,Isparta,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bahçelievler Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Bahçeli̇evler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Göztepe Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Kadiköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kartal Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Kartal,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eyüpsultan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Eyüpsultan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sancaktepe Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Sancaktepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Güngören Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Güngören,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beykoz Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Beykoz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beylikdüzü Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Beyli̇kdüzü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Topçular Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Bayrampaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çekmeköy Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Çekmeköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Avcılar Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Avcilar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Üsküdar Ahmet Yüksel Özemre Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Üsküdar Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Büyükçekmece Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Büyükçekmece,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarıyer Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Sariyer,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Başakşehir Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Başakşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bornova Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Bornova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karşıyaka Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Karşiyaka,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Alsancak Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Narlıdere Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Narlidere,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Menemen Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Menemen,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Torbalı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Torbali,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Elbistan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,46,Kahramanmaraş,Elbi̇stan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karaman Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,70,Karaman,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kars Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,36,Kars,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kastamonu Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,37,Kastamonu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırıkkale Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,71,Kirikkale,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırklareli Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,39,Kirklareli̇,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Lüleburgaz Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,39,Kirklareli̇,Lüleburgaz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırşehir Şehit Polis Hayrettin Yılmaz Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,40,Kirşehi̇r,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kilis Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,79,Ki̇li̇s,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kocaeli Nuh Çimento Sanayi Vakfı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,41,Kocaeli̇,Kartepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Darıca Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,41,Kocaeli̇,Darica,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Derince Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,41,Kocaeli̇,Deri̇nce,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Körfez Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,41,Kocaeli̇,Körfez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölcük Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,41,Kocaeli̇,Gölcük,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beyhekim Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,42,Konya,Selçuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ereğli Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,42,Konya,Ereğli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akşehir Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,42,Konya,Akşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karatay Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,42,Konya,Karatay,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tavşanlı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,43,Kütahya,Tavşanli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Manisa Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,45,Mani̇sa,Şehzadeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Turgutlu Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,45,Mani̇sa,Turgutlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akhisar Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,45,Mani̇sa,Akhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Salihli Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,45,Mani̇sa,Sali̇hli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Soma Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,45,Mani̇sa,Soma,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mardin Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,47,Mardi̇n,Artuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kızıltepe Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,47,Mardi̇n,Kiziltepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tarsus Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,33,Mersi̇n,Tarsus,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Silifke Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,33,Mersi̇n,Si̇li̇fke,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Muğla Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,48,Muğla,Menteşe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Fethiye Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,48,Muğla,Fethi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Muş Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,49,Muş,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nevşehir Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,50,Nevşehi̇r,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Niğde Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,51,Ni̇ğde,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ordu Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,52,Ordu,Altinordu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Osmaniye Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,80,Osmani̇ye,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kadirli Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,80,Osmani̇ye,Kadi̇rli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Rize Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,53,Ri̇ze,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Vezirköprü Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,55,Samsun,Vezi̇rköprü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bafra Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,55,Samsun,Bafra,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Atakum Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,55,Samsun,Atakum,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Siirt Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,56,Si̇i̇rt,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sinop Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,57,Si̇nop,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eyyübiye Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,63,Şanliurfa,Eyyübi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Siverek Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,63,Şanliurfa,Si̇verek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şırnak Dt. Nurullah Kadırhan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,73,Şirnak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Cizre Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,73,Şirnak,Ci̇zre,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çorlu Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,59,Teki̇rdağ,Çorlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çerkezköy Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,59,Teki̇rdağ,Çerkezköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tokat Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,60,Tokat,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tunceli Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,62,Tunceli̇,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Uşak Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,64,Uşak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Van Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,65,Van,İpekyolu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yalova Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,77,Yalova,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yozgat Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,66,Yozgat,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sorgun Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,66,Yozgat,Sorgun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
